Surface_total,Surface_usable,Room,Bedroom,Bathroom,Parking,Service_fees,Location,URL,Price
190.0,130.0,,2.0,2.0,2.0,,Vitacura,https://www.portalinmobiliario.com/MLC-963613549-penthouse-duplex-gran-terraza-y-piscina-_JM#position=29&search_layout=stack&type=item&tracking_id=499f8e66-b875-45fd-9143-273d897b9a22,3174613.0
148.0,128.0,,3.0,2.0,2.0,220000.0,Vitacura,https://www.portalinmobiliario.com/MLC-964202283-departamento-amoblado-en-arriendo-en-vitacura-san-damian-_JM#position=30&search_layout=stack&type=item&tracking_id=499f8e66-b875-45fd-9143-273d897b9a22,1920000.0
120.0,88.0,,2.0,2.0,1.0,250000.0,Vitacura,https://www.portalinmobiliario.com/MLC-976521203-nuevos-en-calle-club-de-campo-vitacura-_JM#position=31&search_layout=stack&type=item&tracking_id=499f8e66-b875-45fd-9143-273d897b9a22,1400000.0
138.0,126.0,,2.0,3.0,3.0,250000.0,Vitacura,https://www.portalinmobiliario.com/MLC-975037288-moderno-departamento-en-arriendo-zona-parque-bicentenario-_JM#position=32&search_layout=stack&type=item&tracking_id=499f8e66-b875-45fd-9143-273d897b9a22,1428576.0
180.0,180.0,5.0,2.0,3.0,2.0,,Vitacura,https://www.portalinmobiliario.com/MLC-972734865-exclusivo-depto-con-espectacular-vista-al-sport-frances-_JM#position=33&search_layout=stack&type=item&tracking_id=499f8e66-b875-45fd-9143-273d897b9a22,1777784.0
300.0,274.0,,4.0,4.0,6.0,750000.0,Vitacura,https://www.portalinmobiliario.com/MLC-970404094-departamento-en-arriendo-de-4-dorm-en-vitacura-_JM#position=34&search_layout=stack&type=item&tracking_id=499f8e66-b875-45fd-9143-273d897b9a22,2857152.0
120.0,88.0,,2.0,2.0,1.0,250000.0,Vitacura,https://www.portalinmobiliario.com/MLC-976521196-nuevo-en-calle-club-de-campo-vitacura-_JM#position=35&search_layout=stack&type=item&tracking_id=499f8e66-b875-45fd-9143-273d897b9a22,1400000.0
400.0,400.0,,3.0,4.0,4.0,800000.0,Vitacura,https://www.portalinmobiliario.com/MLC-966375097-arriendo-maravilloso-penthouse-en-vitacura-con-vista-_JM#position=36&search_layout=stack&type=item&tracking_id=499f8e66-b875-45fd-9143-273d897b9a22,3800000.0
140.0,117.0,,2.0,3.0,3.0,440000.0,Vitacura,https://www.portalinmobiliario.com/MLC-966133565-moderno-y-exclusivo-departamento-amoblado-_JM#position=37&search_layout=stack&type=item&tracking_id=499f8e66-b875-45fd-9143-273d897b9a22,2222229.0
148.0,121.0,,4.0,3.0,2.0,290000.0,Vitacura,https://www.portalinmobiliario.com/MLC-965859260-vista-despejada-en-amplio-departamento-vitacura-caminable-_JM#position=38&search_layout=stack&type=item&tracking_id=499f8e66-b875-45fd-9143-273d897b9a22,1514291.0
160.0,130.0,4.0,3.0,4.0,3.0,200000.0,Vitacura,https://www.portalinmobiliario.com/MLC-976930877-alonso-de-cordova-con-vitacura-_JM#position=39&search_layout=stack&type=item&tracking_id=499f8e66-b875-45fd-9143-273d897b9a22,1492068.0
111.0,105.0,,4.0,3.0,2.0,145000.0,Vitacura,https://www.portalinmobiliario.com/MLC-977652950-arriendo-depto-4-dormitorios3-banos-vitacura-_JM#position=40&search_layout=stack&type=item&tracking_id=499f8e66-b875-45fd-9143-273d897b9a22,1200004.0
199.0,147.0,,3.0,3.0,2.0,350000.0,Vitacura,https://www.portalinmobiliario.com/MLC-976575046-excelente-ubicacion-english-below-_JM#position=41&search_layout=stack&type=item&tracking_id=499f8e66-b875-45fd-9143-273d897b9a22,1873022.0
119.0,,2.0,2.0,,1.0,160000.0,Vitacura,https://www.portalinmobiliario.com/MLC-970942140-club-de-campo-de-vitacura-avenida-las-condes-estadio-_JM#position=42&search_layout=stack&type=item&tracking_id=499f8e66-b875-45fd-9143-273d897b9a22,1290000.0
556.0,426.0,7.0,5.0,6.0,3.0,800000.0,Vitacura,https://www.portalinmobiliario.com/MLC-959861781-via-aurora-_JM#position=43&search_layout=stack&type=item&tracking_id=499f8e66-b875-45fd-9143-273d897b9a22,3600000.0
383.0,130.0,,3.0,3.0,3.0,600000.0,Vitacura,https://www.portalinmobiliario.com/MLC-956291552-depto-nuevo-con-patio-en-arriendo-de-3-dorm-en-vitacura-_JM#position=44&search_layout=stack&type=item&tracking_id=499f8e66-b875-45fd-9143-273d897b9a22,3809536.0
125.0,110.0,,4.0,3.0,2.0,220000.0,Vitacura,https://www.portalinmobiliario.com/MLC-977832399-impecable-parque-lo-gallo-_JM#position=45&search_layout=stack&type=item&tracking_id=499f8e66-b875-45fd-9143-273d897b9a22,1200000.0
228.0,228.0,5.0,2.0,2.0,3.0,,Vitacura,https://www.portalinmobiliario.com/MLC-977848852-excepcional-penthouse-en-jardin-del-este-_JM#position=46&search_layout=stack&type=item&tracking_id=499f8e66-b875-45fd-9143-273d897b9a22,2000006.0
120.0,120.0,,2.0,2.0,1.0,,Vitacura,https://www.portalinmobiliario.com/MLC-954921602-161905-departamento-en-arriendo-de-2-dorm-en-vitacura-_JM#position=47&search_layout=stack&type=item&tracking_id=499f8e66-b875-45fd-9143-273d897b9a22,1500000.0
215.0,206.0,,4.0,4.0,4.0,,Vitacura,https://www.portalinmobiliario.com/MLC-979474784-amoblado-excelente-ubicacion-_JM#position=48&search_layout=stack&type=item&tracking_id=499f8e66-b875-45fd-9143-273d897b9a22,3142867.0
145.0,119.0,,4.0,3.0,2.0,250000.0,Vitacura,https://www.portalinmobiliario.com/MLC-975395303-departamento-en-ubicacion-increible-disponible-desde-julio-_JM#position=49&search_layout=stack&type=item&tracking_id=499f8e66-b875-45fd-9143-273d897b9a22,1492068.0
119.0,,,2.0,,1.0,160000.0,Vitacura,https://www.portalinmobiliario.com/MLC-959380772-departamento-nuevo-2-dormitorios-en-vitacura-_JM#position=50&search_layout=stack&type=item&tracking_id=499f8e66-b875-45fd-9143-273d897b9a22,1301592.0
183.0,139.0,,4.0,3.0,2.0,350000.0,Vitacura,https://www.portalinmobiliario.com/MLC-969663983-departamento-en-arriendo-en-vitacura-_JM#position=1&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,2857152.0
420.0,300.0,4.0,4.0,4.0,2.0,,Vitacura,https://www.portalinmobiliario.com/MLC-976626311-21096-duplex-con-jardin-plaza-turquia-_JM#position=2&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,3174613.0
174.0,150.0,,4.0,4.0,2.0,350000.0,Vitacura,https://www.portalinmobiliario.com/MLC-960518816-lindo-y-acogedor-departamento-en-excelente-sector-vitacura-_JM#position=3&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1600000.0
196.0,,,3.0,,3.0,,Vitacura,https://www.portalinmobiliario.com/MLC-955479715-departamento-en-arriendo-santa-teresa-costanera-norte-_JM#position=4&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,3000000.0
639.0,357.0,8.0,6.0,7.0,2.0,600000.0,Vitacura,https://www.portalinmobiliario.com/MLC-968445545-lo-curro-_JM#position=5&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,4761920.0
173.0,140.0,,3.0,4.0,2.0,350000.0,Vitacura,https://www.portalinmobiliario.com/MLC-969540952-impecable-departamento-en-espoz-vitacura-_JM#position=6&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1638101.0
162.0,,,2.0,,2.0,300000.0,Vitacura,https://www.portalinmobiliario.com/MLC-939319638-161899-arriendo-departamento-calle-santa-maria-2d3b2e1b-_JM#position=7&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1400000.0
160.0,140.0,,4.0,4.0,2.0,290000.0,Vitacura,https://www.portalinmobiliario.com/MLC-971529954-departamento-full-remodelado-disponible-finales-de-julio-_JM#position=8&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1587307.0
144.0,119.0,,3.0,2.0,2.0,250000.0,Vitacura,https://www.portalinmobiliario.com/MLC-975625357-departamento-en-arriendo-de-3-dormen-vitacura-_JM#position=9&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1492068.0
145.0,118.0,,2.0,2.0,,285000.0,Vitacura,https://www.portalinmobiliario.com/MLC-968164819-departamento-en-arriendo-de-2-dorm-en-vitacura-_JM#position=10&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1746037.0
160.0,150.0,,3.0,4.0,,350000.0,Vitacura,https://www.portalinmobiliario.com/MLC-971217790-departamento-en-arriendo-de-3-dorm-en-vitacura-_JM#position=11&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1514291.0
210.0,200.0,,4.0,4.0,2.0,250000.0,Vitacura,https://www.portalinmobiliario.com/MLC-977244887-gran-vista-club-de-golf-los-leones-remodelado-_JM#position=12&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1800000.0
160.0,135.0,,5.0,4.0,2.0,500000.0,Vitacura,https://www.portalinmobiliario.com/MLC-977809501-departamento-en-arriendo-de-5-dorm-en-vitacura-_JM#position=13&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1700000.0
451.0,270.0,,3.0,4.0,4.0,600000.0,Vitacura,https://www.portalinmobiliario.com/MLC-971658296-departamento-en-arriendo-de-3-dorm-en-vitacura-_JM#position=14&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,3968267.0
792.0,,8.0,3.0,,4.0,,Vitacura,https://www.portalinmobiliario.com/MLC-970417581-exclusivo-impactante-vista-piscina-climatizada-_JM#position=15&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,7460342.0
145.0,145.0,8.0,4.0,3.0,2.0,300000.0,Vitacura,https://www.portalinmobiliario.com/MLC-978008491-impecable-vista-a-la-cordillera-_JM#position=16&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1682545.0
320.0,260.0,,4.0,3.0,4.0,,Vitacura,https://www.portalinmobiliario.com/MLC-960801430-departamento-en-arriendo-de-4-dorm-en-vitacura-_JM#position=17&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,2539691.0
214.0,170.0,,4.0,4.0,2.0,450000.0,Vitacura,https://www.portalinmobiliario.com/MLC-975101420-arriendo-de-amplio-departamento-vitacura-_JM#position=18&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,2158737.0
190.0,,,3.0,,2.0,350000.0,Vitacura,https://www.portalinmobiliario.com/MLC-972553460-departamento-en-arriendo-en-vitacura-_JM#position=19&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,2222229.0
176.0,136.0,,3.0,3.0,2.0,250000.0,Vitacura,https://www.portalinmobiliario.com/MLC-973868270-hermoso-depto-nilo-azul-vitacura-3d3b-2-est-y-bodega-_JM#position=20&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1500000.0
173.0,128.0,,3.0,3.0,2.0,,Vitacura,https://www.portalinmobiliario.com/MLC-961861047-hermoso-departame-exclusivo-condominio-con-parque-vitacura-_JM#position=21&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1600000.0
380.0,180.0,,4.0,4.0,2.0,330000.0,Vitacura,https://www.portalinmobiliario.com/MLC-967871921-departamento-en-arriendo-de-4-dorm-en-vitacura-_JM#position=22&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,3000000.0
,,,,,,,Vitacura,http://portalinmobiliario.com/MLC-950747379-dpto-amoblado-vitacura-_JM#position=23&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,
118.0,106.0,9.0,4.0,3.0,2.0,,Vitacura,https://www.portalinmobiliario.com/MLC-968603752-impecable-departamento-_JM#position=24&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1350000.0
155.0,155.0,,3.0,2.0,2.0,220000.0,Vitacura,https://www.portalinmobiliario.com/MLC-916994545-departamento-recien-remodelado-convista-al-club-los-leones-_JM#position=25&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1428576.0
140.0,140.0,,4.0,4.0,1.0,200000.0,Vitacura,https://www.portalinmobiliario.com/MLC-969068213-parque-bicentenariolas-ursulinas-_JM#position=26&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1490000.0
268.0,245.0,,4.0,5.0,4.0,,Vitacura,https://www.portalinmobiliario.com/MLC-926705146-se-arrienda-san-damian-amplio-departamento-4d-5b-_JM#position=27&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,3000000.0
280.0,280.0,,3.0,4.0,2.0,500000.0,Vitacura,https://www.portalinmobiliario.com/MLC-976926296-departamento-en-arriendo-de-3-dorm-en-vitacura-_JM#position=28&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1600000.0
119.0,87.0,2.0,2.0,2.0,2.0,174000.0,Vitacura,https://www.portalinmobiliario.com/MLC-976931656-maravilloso-departamento-nuevo-nororiente-sector-cantagallo-_JM#position=29&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1246548.0
120.0,88.0,,2.0,2.0,2.0,180000.0,Vitacura,https://www.portalinmobiliario.com/MLC-968023512-departamento-en-arriendo-de-2-dorm-en-vitacura-_JM#position=30&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1269845.0
140.0,140.0,6.0,3.0,2.0,2.0,,Vitacura,https://www.portalinmobiliario.com/MLC-969950145-departamento-en-vitacura-con-excelente-ubicacion-_JM#position=31&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1396830.0
119.0,,,2.0,,2.0,160000.0,Vitacura,https://www.portalinmobiliario.com/MLC-959726708-departamento-nuevo-2-dormitorios-vistas-espectaculares-_JM#position=32&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1587307.0
160.0,133.0,,3.0,4.0,5.0,,Vitacura,https://www.portalinmobiliario.com/MLC-969541377-departamento-en-arriendo-de-3-dorm-en-vitacura-_JM#position=33&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1682545.0
310.0,255.0,,4.0,4.0,,500000.0,Vitacura,https://www.portalinmobiliario.com/MLC-961044314-departamento-en-arriendo-de-4-dorm-en-vitacura-_JM#position=34&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,2539691.0
80.0,72.0,,3.0,1.0,,130000.0,Vitacura,https://www.portalinmobiliario.com/MLC-976436758-departamento-en-arriendo-de-3-dorm-amoblado-_JM#position=35&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1200000.0
87.0,80.0,,2.0,3.0,1.0,150000.0,Vitacura,https://www.portalinmobiliario.com/MLC-978259553-departamento-duplex-en-arriendo-de-2-dorm-en-vitacura-_JM#position=36&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,920638.0
120.0,103.0,,3.0,3.0,1.0,250000.0,Vitacura,https://www.portalinmobiliario.com/MLC-974435619-excelente-departamento-andres-de-verapio-xi-_JM#position=37&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1269845.0
34.0,,,1.0,1.0,1.0,,Vitacura,https://www.portalinmobiliario.com/MLC-975501805-arriendo-departamento-1-ambiente-sistema-hotelero-vitacura-_JM#position=38&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1140000.0
158.0,150.0,3.0,3.0,2.0,1.0,,Vitacura,https://www.portalinmobiliario.com/MLC-967927046-departamento-de-buenos-espacios-en-excelente-barrio-_JM#position=39&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1480000.0
294.0,274.0,,4.0,4.0,3.0,700000.0,Vitacura,https://www.portalinmobiliario.com/MLC-970371168-departamento-en-arriendo-de-4-dorm-en-vitacura-_JM#position=40&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,2857152.0
208.0,143.0,,3.0,2.0,3.0,300000.0,Vitacura,https://www.portalinmobiliario.com/MLC-975477518-departamento-en-arriendo-de-3-dorm-en-vitacura-_JM#position=41&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,2063499.0
187.0,145.0,,3.0,4.0,2.0,300000.0,Vitacura,https://www.portalinmobiliario.com/MLC-977848099-departamento-en-arriendo-de-3-dorm-parque-san-damian-_JM#position=42&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1600000.0
120.0,110.0,,4.0,3.0,2.0,,Vitacura,https://www.portalinmobiliario.com/MLC-975126356-estupendo-departamento-balaguer-vitacura-_JM#position=43&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1523814.0
361.0,261.0,,2.0,3.0,2.0,200000.0,Vitacura,https://www.portalinmobiliario.com/MLC-956527082-departamento-en-arriendo-en-vitacura-_JM#position=44&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,3238106.0
125.0,112.0,,4.0,3.0,2.0,300000.0,Vitacura,https://www.portalinmobiliario.com/MLC-978021484-departamento-en-arriendo-de-4-dorm-en-vitacura-_JM#position=45&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1200000.0
140.0,120.0,,4.0,3.0,2.0,240000.0,Vitacura,https://www.portalinmobiliario.com/MLC-971535496-arriendo-hermoso-depto-amoblado-vista-despejada-al-manquehue-_JM#position=46&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1500000.0
180.0,140.0,,3.0,4.0,2.0,250000.0,Vitacura,https://www.portalinmobiliario.com/MLC-976569779-costanera-sur-colegio-dunalastair-_JM#position=47&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1587307.0
106.0,100.0,,3.0,3.0,2.0,250000.0,Vitacura,https://www.portalinmobiliario.com/MLC-973364428-departamento-en-arriendo-de-3-dorm-en-vitacura-_JM#position=48&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1900000.0
140.0,140.0,,3.0,3.0,2.0,360000.0,Vitacura,https://www.portalinmobiliario.com/MLC-977546735-departamento-en-arriendo-de-3-dorm-en-vitacura-_JM#position=49&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,1350000.0
468.0,468.0,,5.0,4.0,3.0,850000.0,Vitacura,https://www.portalinmobiliario.com/MLC-969478716-departamento-en-arriendo-de-5-dormitorios-en-vitacura-_JM#position=50&search_layout=stack&type=item&tracking_id=ca3d46a9-c3f4-43ca-a556-33b3f0b50057,3968267.0
140.0,124.0,,3.0,2.0,2.0,260000.0,Vitacura,https://www.portalinmobiliario.com/MLC-979758817-comodo-departamento-en-excelente-ubicacion-_JM#position=1&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,1400000.0
103.0,85.0,,2.0,2.0,1.0,200000.0,Vitacura,https://www.portalinmobiliario.com/MLC-978246979-departamento-en-arriendo-en-vitacura-_JM#position=2&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,1111115.0
16450.0,143.0,,3.0,4.0,2.0,280000.0,Vitacura,https://www.portalinmobiliario.com/MLC-961122846-departamento-en-arriendo-de-3-dorm-en-vitacura-_JM#position=3&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,1523814.0
186.0,144.0,,3.0,4.0,2.0,285000.0,Vitacura,https://www.portalinmobiliario.com/MLC-978020598-departamento-en-arriendo-en-vitacura-_JM#position=4&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,1746037.0
950.0,360.0,,4.0,4.0,,,Vitacura,https://www.portalinmobiliario.com/MLC-953024926-departamento-en-arriendo-en-vitacura-_JM#position=5&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,4380967.0
165.0,143.0,,3.0,4.0,2.0,350000.0,Vitacura,https://www.portalinmobiliario.com/MLC-974448530-arriendo-de-departamento-a-pasos-del-parque-bicentenario-_JM#position=6&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,2031753.0
155.0,155.0,4.0,4.0,3.0,2.0,250000.0,Vitacura,https://www.portalinmobiliario.com/MLC-976944995-candelaria-goyenechea-americo-vespucio-_JM#position=7&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,1333338.0
136.0,109.0,,3.0,2.0,2.0,240000.0,Vitacura,https://www.portalinmobiliario.com/MLC-971710151-departamento-en-arriendo-de-3-dorm-en-vitacura-_JM#position=8&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,1600000.0
402.0,364.0,,4.0,4.0,2.0,980000.0,Vitacura,https://www.portalinmobiliario.com/MLC-972913491-departamento-en-arriendo-de-4-dorm-en-vitacura-_JM#position=9&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,3500000.0
260.0,240.0,5.0,4.0,4.0,3.0,500000.0,Vitacura,https://www.portalinmobiliario.com/MLC-976945350-club-de-polo-escriva-de-balaguer-_JM#position=10&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,2200000.0
244.0,220.0,,4.0,5.0,2.0,470000.0,Vitacura,https://www.portalinmobiliario.com/MLC-972912683-departamento-en-arriendo-de-4-dorm-en-vitacura-_JM#position=11&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,2380960.0
164.0,144.0,,4.0,4.0,2.0,190000.0,Vitacura,https://www.portalinmobiliario.com/MLC-974060463-amplio-departamento-con-vista-despejada-al-oriente-y-norte-_JM#position=12&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,1555561.0
227.0,,,4.0,,2.0,,Vitacura,https://www.portalinmobiliario.com/MLC-967934096-departamento-en-arriendo-de-4-dorm-en-vitacura-_JM#position=13&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,2400000.0
179.0,140.0,,4.0,4.0,2.0,220000.0,Vitacura,https://www.portalinmobiliario.com/MLC-979726670-luminoso-departamento-con-vista-despejada-al-manquehue-_JM#position=14&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,1400000.0
160.0,140.0,3.0,3.0,4.0,2.0,270000.0,Vitacura,https://www.portalinmobiliario.com/MLC-976973184-luis-pasteur-jardin-del-este-_JM#position=15&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,1555561.0
140.0,125.0,,3.0,2.0,2.0,180000.0,Vitacura,https://www.portalinmobiliario.com/MLC-969945914-departamento-en-arriendo-de-3-dorm-en-vitacura-_JM#position=16&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,1500000.0
235.0,220.0,,3.0,3.0,2.0,300000.0,Vitacura,https://www.portalinmobiliario.com/MLC-971516165-departamento-en-arriendo-de-3-dorm-en-vitacura-_JM#position=17&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,2000000.0
100.0,100.0,,2.0,2.0,2.0,,Vitacura,https://www.portalinmobiliario.com/MLC-975091237-departamento-en-arriendo-de-2-dorm-en-vitacura-_JM#position=18&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,1269845.0
500.0,310.0,6.0,4.0,4.0,3.0,,Vitacura,https://www.portalinmobiliario.com/MLC-976963181-terrazas-del-condor-jardin-_JM#position=19&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,3174613.0
300.0,140.0,,4.0,3.0,2.0,220000.0,Vitacura,https://www.portalinmobiliario.com/MLC-975757389-departamento-en-arriendo-de-4-dorm-en-vitacura-_JM#position=20&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,2200000.0
235.0,220.0,,3.0,3.0,2.0,325000.0,Vitacura,https://www.portalinmobiliario.com/MLC-974242071-amplio-y-luminoso-departamento-en-arriendo-en-vitacura-_JM#position=21&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,2000000.0
380.0,180.0,,4.0,4.0,2.0,330000.0,Vitacura,https://www.portalinmobiliario.com/MLC-975489961-departamento-en-arriendo-de-4-dormitorios-en-vitacura-_JM#position=22&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,3000000.0
119.0,,,2.0,,2.0,,Vitacura,https://www.portalinmobiliario.com/MLC-975477221-departamento-en-arriendo-de-2-dorm-en-vitacura-_JM#position=23&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,1400000.0
,,,,,,,Vitacura,http://portalinmobiliario.com/MLC-976586487-vitacura-lo-castillo-penthouse-2d-servicios-terrazas-_JM#position=24&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,
165.0,140.0,,3.0,4.0,2.0,180000.0,Vitacura,https://www.portalinmobiliario.com/MLC-975029130-bicentanario-vista-despejada-vitacura-_JM#position=25&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,2063499.0
310.0,,,3.0,,3.0,600.0,Vitacura,https://www.portalinmobiliario.com/MLC-924649433-impecable-y-lujoso-departamento-en-venta-y-arriendo-_JM#position=26&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,4200000.0
230.0,200.0,,3.0,3.0,2.0,370000.0,Vitacura,https://www.portalinmobiliario.com/MLC-975913176-departamento-en-arriendo-de-3-dorm-en-vitacura-_JM#position=27&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,1800000.0
170.0,170.0,,4.0,3.0,2.0,350000.0,Vitacura,https://www.portalinmobiliario.com/MLC-972696910-amplio-depto-4-dorm-3-banos-_JM#position=28&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,1500000.0
119.0,87.0,,2.0,2.0,2.0,200000.0,Vitacura,https://www.portalinmobiliario.com/MLC-969958908-departamento-en-arriendo-de-2-dorm-en-vitacura-_JM#position=29&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,1350000.0
140.0,140.0,,4.0,,2.0,290000.0,Vitacura,https://www.portalinmobiliario.com/MLC-960517577-departamento-en-arriendo-en-vitacura-_JM#position=30&search_layout=stack&type=item&tracking_id=6822e084-3c6c-4dba-a72d-e9d7ce5caeae,2500000.0
